,Short,Long,Rating
166,Did not meet expectations,Don't buy this phone. Waste of money. Mobile sound is very low. Camera is not good. Mi remote function is not available. I hate this phone..,1
167,Hated it!,"Picture is not sharp, mobile hangs, and mobile becomes slow at time of browsing internet",1
168,Very poor,This phone is REDMI 9A. I has upgraded to redmi 9i.So when we look model name it shown redmi 9i. But actually it is not redmi 9i. This phone is redmi 9A. After it has upgraded to 9i. Don't buy. Flipkart also not supporting to get money back. I didn't get any reply from flipkart until now. So go for another mobiles. Don't waste your money to buy redmi 9i.,1
169,Worst experience ever!,"In these price mobile is not good
Not waste your money in these mobile. You go with any other mobile brand.",1
170,Terrible product,Very bad,1
171,Very poor,camera quality not good,1
172,Very poor,"I bought it on 10th july, still awaiting to start the mobile",1
173,Waste of money!,Very bad,1
174,Absolute rubbish!,Bad,1
175,Not recommended at all,Worst phone and flipkart,1
176,Not recommended at all,"I don't know why it's 4GB ram service like 2GB
Speed very slow, picture bad ,camara bad.
I think through return parts made it.MI product very bad,,",1
177,Worst experience ever!,Display is poor,1
178,Don't waste your money,Ok,1
179,Absolute rubbish!,Worst product... dont buy it,1
180,Unsatisfactory,"Too many features missed in redmi 9i,",1
181,Hated it!,I got faulty product and they can't accept refund or replace,1
182,Useless product,Very bed products you are requested to not buy this products,1
183,Hated it!,very bad,1
184,Worst experience ever!,Camera is poor and mobile is good,1
185,Did not meet expectations,Worst for ever seen,1
186,Useless product,I don't like this product,1
187,Not recommended at all,Camera is bad,1
188,Terrible product,Products keeps hanging,1
189,Don't waste your money,Product is getting switch off automatically. Don't go for it. Flipkart also not responding.,1
190,Terrible product,Very poor quality don't like this item,1
191,Horrible,Speaker not working This is a bad product,1
192,Utterly Disappointed,Don't take the this item,1
193,Useless product,Bast phone,1
194,Unsatisfactory,Very bad,1
195,Waste of money!,"Very bad performance.
Software down with in 11days.
Very poor performance
Service center is also very poor.",1
196,Useless product,Bad experience..bad selection...worst of money..camera is like 2 k ph..ph is behaving like Chinese products.,1
197,Hated it!,Not provide back cover camera bad quality,1
198,Not recommended at all,worst your money to by this product.,1
199,Worst experience ever!,This phone stopped working within 2 months ... it was being used at below average rate .. Now it stopped working and went to switched off mode,1
200,Don't waste your money,Very bad product do not buy this product,1
201,Horrible,Verry bad,1
202,Useless product,"In 15 days display damaged, worst👎 quality, waste of money.",1
203,Waste of money!,Phone slow and bad performance touch problem,1
204,Unsatisfactory,betri problem,1
205,Worst experience ever!,waste products hardware problem,1
206,Very poor,Mobile's network problem and type slow,1
207,Waste of money!,Very low quality phone,1
208,Worst experience ever!,Mobile is not working ...,1
209,Don't waste your money,"Battery very bad back up
And mobile hanging probably",1
210,Waste of money!,Its very good,1
211,Hated it!,Camera is not good.,1
212,Terrible product,Bad phone wastage of money camera performance very poor like older model/modern camera quality image don't buy. Loss of my money. Bakwas. Don't happy.,1
213,Not recommended at all,Sound is too less,1
214,Not recommended at all,Design and backup is normal but display and keypad not working properly ?,1
215,Absolute rubbish!,Worst ever product listed on worst ever e-commerce web site,1
216,Worst experience ever!,It's charger is very heating in first time charging. Very bad charger. When i use another charger it's not heating.,1
217,Not recommended at all,"Better go for another phone. Return option not available.
Think before you buy.",1
218,Did not meet expectations,"Dear buyer it's totally failure product I buy 2no of phone always hang from Frist month, don't buy",1
219,Worthless,"this is a bed review redmi 9i phone condisation very bad , product is not good.",1
220,Waste of money!,Very bad mobile,1
221,Worst experience ever!,Waste of mobey,1
222,Utterly Disappointed,Sound is very bad and very low sounds,1
223,Don't waste your money,Phone did not turn on when its open,1
224,Utterly Disappointed,Bad quality products,1
225,Unsatisfactory,Some features showing in the specification is not supported/ working at all....I jus wasted my money buying this phone,1
226,Hated it!,Poor camera performance,1
227,Very poor,"I purchased 2 mob. Phone of mi brand at my home, but both phone is hanging problem.when I visit to mi store then no solution at their. Bad experience. totally money waste",1
228,Absolute rubbish!,Not satisfied,1
229,Horrible,"Plz dont by this phone because this phone does not suit the value for money condition instead of buying this phone u can buy nealmi narzo 20A or realme narzo 30A which is much better than this redmi 9I which is not giving sufficient reason to buy this redmi 9I. on the other hand realmi is giving much more reasons to buy realmi narzo 20a. and if u want to buy better than two above phones (redmi 9i and narzo 20A ) Then u can go with realme narzo 30A which is providing much better reasons to buy narzo 30A. reasons to buy realme narzo 20a And realme narzo 30A are mentioned below

Sufficient reasons to buy realme narzo 20A with same rate as redmi 9i
1. 5000 Mah battery.
2. Strong processor as compared to redmi 9i
3. Camera is also v good as compared to redmi 9i
4. Finger print is also available. but not present in redmi 9I.
5. Backside Smooth surface like mirror glass which makes it beautiful but not present in realmi 9i.
6. Triple (three) cameras which is not present in realmi 9i.


Sufficient reasons to buy realme narzo 30A with same rate as redmi 9i
1. 6000 Mah battery.
2. Very Strong processor as compared to redmi 9i
3. Super Excellent Camera as compared to redmi 9i
4. Finger print is also available. but not present in redmi 9I.
5. Backside Smooth surface which makes it beautiful, but not present in realmi 9i.
6. Triple (three) cameras which is not present in realmi 9i.


i m not attaching pictures so u cannot trust on my review but i sware i m telling the truth. i m not uploading mobile picture because i m working in TATA Jamshedpur and my brother lives in rourkela to whome i gifted redmi 9i . so plz dont buy redmi 9i.


My review Date- 10/07/2021
Time- 07:44 PM

Thank You",1
230,Don't waste your money,I writing this review after 6 months of using... Please dont buy... Flipkart manipulate the review for sales... Lots of hanging...apps will open after some time when turn on the mobile.. Better stay away from this mobile,1
231,Very poor,Direct video calling haven't option.👎👎👎👎👎,1
232,Hated it!,Heating issue not able to talk on phone.,1
233,Worthless,"Mobile is very bad. It's Hotspot not working and your technician fill report all ok.

Not proper service",1
234,Utterly Disappointed,Not much satisfied,1
235,Did not meet expectations,"Faulty mobile
Camera not working",1
236,Don't waste your money,Average mobile,1
237,Don't waste your money,I bought it 7 days ago and found that network is an issue... I tried every simcard but didn't worked,1
238,Not recommended at all,Buy my phone 6 month old hanging problems waste phone plzzz ye phone mat lo,1
239,Worst experience ever!,Given Faulty piece,1
240,Hated it!,Charging problem charging not connect,1
241,Hated it!,Veri bead mobiel,1
242,Absolute rubbish!,Worst front camera 😭😭 don't buy,1
243,Worthless,Thired class products . Guys i want to suggest you don't waste the money for buying this product.,1
244,Absolute rubbish!,"Phone is overhang,heating and battery performance poor.don't waste money.",1
245,Absolute rubbish!,Phone dials automatically to some numbers...,1
246,Terrible product,Good but not nice 🤏,1
247,Hated it!,Not good,1
248,Utterly Disappointed,Very nice,1
249,Absolute rubbish!,Worstttt!!!!!!!,1
250,Don't waste your money,Battary low,1
251,Horrible,Phone dead after working for 2days,1
252,Terrible product,PUBg NoT BEST this phone,1
253,Utterly Disappointed,Camera quality is very bad,1
254,Hated it!,Red me 9i hanging problem,1
255,Horrible,4 GB ram and 128Gb internal memory still mobile performance very slow and magnetic sensor is not their so compass is not working. Display is not so good. Front and Rear Camera both performance are worst.,1
256,Waste of money!,"Too bad. I will not recommended anyone to take this.I am using it for almost 2 mnths. There are many prblms from the beginning.
Any Bluetooth headphones are not connected.
Extremely hangs.
General mood does not work, is always silent.
Many many many prblms.😭😭😭😭 Truly disappointed. 😭",1
257,Utterly Disappointed,One day delivery date stretched to 6 days. Not satisfied,1
258,Terrible product,Very very bad,1
259,Did not meet expectations,Thanks flipkart team,1
260,Did not meet expectations,Bad policy,1
261,Utterly Disappointed,Earphone mic is not working in video recording in this phone. and any social midea live broadcasting in earphone mic is not working,1
262,Did not meet expectations,Worst Camera I feel cheated 😡😡😡,1
263,Hated it!,Hang problem on this mobile,1
264,Worthless,Nice phone...but camera is not good.,1
265,Don't waste your money,Not good,1
266,Did not meet expectations,"Camera not good,bt value of money",1
267,Useless product,Phone is hanging,1
268,Worthless,very bad experience with flipcart and will not recommend anyone to use it.,1
269,Did not meet expectations,Product is not as per expectation. Mobile can take more time to download of install any software. Wifi system not work fast. Apps loading problem.,1
270,Did not meet expectations,Not working properly. Don't buy this item.,1
271,Waste of money!,Battery backup is less then two hours . Old battery or exchanged mobile after repair has been delivered,1
272,Don't waste your money,This product is not connect on bluetooth a online classes. And video hang in screen,1
273,Not recommended at all,Hanging problam,1
274,Don't waste your money,Camera is not good . phone is hang . All things r not good,1
275,Worthless,"Camera worst,too bad",1
276,Worthless,When charging the mobile tomuch heating and volume is to low video Sound is very poor I want to replace the mobile,1
277,Worthless,No gaming phone,1
278,Useless product,Camera is very worst quality,1
279,Useless product,Packing was too bad . Specially in monsoon in india the packing was terrible.,1
280,Not recommended at all,Bad phone dont buy this mobile,1
281,Terrible product,performance is very lagg and slow camera is verry bad,1
282,Useless product,"Not very much satisfied with mobile camera & display performance.
Slow ram & processor speed.",1
283,Worst experience ever!,"The delivery person is making a lot of issues in this below location for the past two years. We have escalated the same with your customer support. Kindly take necessary action. If this happens in the future no one will order online. Please take stick action against the delivery partner of flipkart.

Nanangoor (Village)
Kamarasavalli (Post)
Ariyalur (District)
Tamilnadu
621715",1
284,Worthless,Us less phone . lags evertime,1
285,Don't waste your money,Waste Of Money,1
286,Useless product,Vest mobile ulta camera,1
287,Hated it!,very bad phone,1
288,Hated it!,It is very nice mobile but it hanging so much,1
289,Waste of money!,"Please don't buy this phone, has problem catching network. Always says number is not reachable. It's a waste phone if you are not receiving calls at all.",1
290,Horrible,Touch and Performance not good,1
291,Unsatisfactory,Nice,1
292,Very poor,"No finger print no face lock no ir blaster
Loss of money realme c21 is much much better",1
293,Did not meet expectations,charging issue,1
294,Worthless,I have worst experience,1
295,Absolute rubbish!,"Worst phone and flipkart is fraud!
Do not buy, they bluff by saying it can returned, it says comment mismatch can't be returned or will forward to replacement but no return",1
296,Unsatisfactory,Mobile some problems,1
297,Unsatisfactory,I am thinking this mobile is not hanging but now it is lought of hanging .,1
298,Did not meet expectations,Nice,1
299,Utterly Disappointed,Very bad phone,1
300,Terrible product,"Connection problem
Wifi is not good
Even it is on wifi, no applications are downloading from play store.
Always showing as waiting for wifi.
But YouTube will run on wifi.
As it is Single camera, awesome performance for photos and videos.
You can buy it only for camera.
Now a days no phone will give you this much of camera quality",1
301,Worst experience ever!,Display quality is very bad quality 😫,1
302,Did not meet expectations,After 10 days the mobile mother board is damage... Money weast... Don't buy the mobile,1
303,Did not meet expectations,"Camera s very bad
Not at all good very bad
Vry disappointed",1
304,Waste of money!,Camera is not working..,1
305,Not recommended at all,"One of the worst product in Redmi i have ever seen
Please don't go for it",1
306,Hated it!,Slow processor,1
307,Quality of the mobile is not good.,Quality of the Product is very low.,1
308,Unsatisfactory,"Don't buy this mobile is too slow , camera quality too poor",1
309,Waste of money!,Worst product and worst filpcart services,1
310,Worthless,"The device is not performing well
The phone processcer is worst so don't buy this product
The flipkart will not refund it",1
311,Terrible product,"Don't buy this product.. worst quality and please don't buy any product in Flipkart.. Worst customer care service
Waste of time to buy products
I want refund amount
Y they are giving returning offers
Bad way of conserving products",1
312,Very poor,It has a software problem and Bluetooth Headphones are not working.,1
313,Worst experience ever!,No nice,1
314,Utterly Disappointed,Processor not good,1
315,Waste of money!,"Voice cracks, checked...... Its phone problem not network",1
316,Did not meet expectations,Very bed mobile..and service center not good,1
317,Useless product,Camera poor,1
318,Absolute rubbish!,Nice,1
319,Terrible product,Not satifised with product.,1
320,Unsatisfactory,"cheating me
phone is dead",1
321,Unsatisfactory,Pls don't buy,1
322,Waste of money!,Zero star bad quality redmi mobile,1
323,Unsatisfactory,Camera quality is very poor,1
324,Terrible product,The worst product.Dont go for it.Phone is not working after 10days.The return policy is only for 7days.,1
325,Absolute rubbish!,Ok,1
326,Don't waste your money,Charging slow,1
327,Absolute rubbish!,"Mobile is good but.., it's Camera quality is very poor",1
328,Very poor,Its worst phone don't buy its not inbult compass no more features just memory high don't buy this phone,1
329,Don't waste your money,very bad,1
330,Terrible product,"Firstly this product shows the price 9890
Then I ordered
Just After 2-3 minutes the price decrease to 9299
Why??
And the product quality is also not good
Charger is also 'ok ok', not very good.
Wanna to gift this phone to papa
So I am not returning this product
Bcos If I return I will not get any phone bcoz I need today
And also for 9890 you deserves more than 50 coins but you only get 50 coins
Suggesting everyone don't buy",1
331,Very poor,Camera quality not good,1
332,Useless product,Phone is damaged. And its not working,1
333,Worst experience ever!,Battery Charging Very slow...,1
334,Utterly Disappointed,Not expectable,1
335,Waste of money!,Not worthy product,1
336,Waste of money!,The charger pin is very tight,1
337,Absolute rubbish!,While incoming call ..contact name not displaying .,1
338,Not recommended at all,Worst product,1
339,Don't waste your money,This phone is bad I would not recommend buying it.,1
340,Very poor,Not good,1
341,Moderate,Very bed in camera features nd low quality,1
342,Utterly Disappointed,Camera not a very good,1
343,Hated it!,Worst phone ever..,1
344,Useless product,"Worst product, body is plastic, unsafe to handle",1
345,Worthless,Very bad display,1
346,Very poor,Please don't go for this product. It will get hang after a month of performance.,1
347,Hated it!,Third class mobile for Redme. I will shocked this third class mobile made by Redme. I will suggest can not be purchase.,1
348,Unsatisfactory,Very bad mobile.mobile hang on use only 15 day,1
349,Terrible product,No face lock low camera better to other brand,1
350,Worst experience ever!,It is a bad quality,1
351,Unsatisfactory,Less function based on price,1
352,Useless product,Hang phone worst and waste of money .worst camera,1
353,Useless product,"Camera quality is too poor.
Also sound quality is not good.",1
354,Absolute rubbish!,All good but camera is so bad .,1
355,Horrible,Too much bad phone received from flipkart because that mobile and charger too much heat after 10 minute during charging.,1
356,Did not meet expectations,Touch Not Complete this Mobile was damage,1
357,Waste of money!,After 9 days of buying this phone it shows the real face the phone is highly heating and camera is very poor,1
358,Don't waste your money,"Outdated mobile, very very slow and unable to user friendly, its not worth for money",1
359,Utterly Disappointed,Mobil protacton,1
360,Useless product,"The photos are so blurr that u can’t see it properly
Camera is pathetic",1
361,Absolute rubbish!,I am not satisfied this product,1
362,Don't waste your money,Pathetic product,1
363,Horrible,Worst product full charging taking time of more than 6hrs.,1
364,Useless product,Very bad,1
365,Very poor,Too slow,1
366,Waste of money!,Very slow....hang problems.... processor is not good in my view,1
367,Useless product,Worst mobile crack processing and zero return of money,1
368,Unsatisfactory,I irritated of this product,1
369,Worthless,When pulled in for charging..Adapter over heated. No any proper support and answer from flipkart help desk. Why these guys selling this type of think if they can't handle this kind of issue and have no proper staff to resolve issue..What's the meaning to have this of e-commerce site..Bad customer support.. Disappointed with service they provided,1
370,Don't waste your money,The flipkart was buying used Mobile,1
371,Did not meet expectations,Worst product in this range,1
372,Waste of money!,There's a speaker issue.. I raised the case to get replacement for the product.. the service from the flipkart Is very worst for replacement.. it makes very worst way handle the customer. I never expect this from flipkart.,1
373,Useless product,"Not good.. First time ordered a bad product based on false reviews. Don't go by review. Check with a friend or family member who used it. Touch is bad, camera is bad, no fingerprint sensor, poor performance.",1
374,Horrible,Whest of mobile,1
375,Utterly Disappointed,Very bad product of this seller and flipkart also not support properly. They takes a lot of time but not responding proper.,1
376,Absolute rubbish!,Perfect mobile performance is best battery backup also best but camara is bad,1
377,Worst experience ever!,"Camera quality is not good, battery takes too much time to get fully charged....I bought the phone and using it since 6 days, found mic problem, speaker problem, and sometime gets hanged while using mail",1
378,Worthless,Very bad product ......... Always Hang,1
379,Did not meet expectations,"Camera is very bad in this phone
This phone purchase by me then I was not satisfied",1
380,Terrible product,"Very Bad Product, Camera is so poor. All photos captured blur. So waste of money.",1
381,Useless product,Worst product ever ..camera quality is so poor and mobile is not working properly,1
382,Did not meet expectations,Charging time 3 hours,1
383,Utterly Disappointed,"Please don't purchase this product
Totally money waste",1
384,Horrible,Camera verry low quality & overall good,1
385,Worst experience ever!,"Useless ph, pls dont buy",1
386,Horrible,Used pice,1
387,Don't waste your money,Very very baad mobile 😡😡😡😡😡🤬🤬🤬🤬,1
