,Short,Long,Rating
19,Just okay,"If you are looking for some large display size then don't go for it. In terms of looks it's pretty good. And the functions like heart rate,oxygen level etc are showing approximate results. Rise to wake function is bit slow.
But it's overpriced now I,e 2999. During the first sale it's price was 1499 which is worthy. During an offer I got it for 1999. Under 2k it is worth to buy. But not beyond that price.",3
20,Decent product,Worth the price and blue color looks way better than black... Its an affordable good quality smartwatch.,3
21,Nice,The features are not that much godd if you compare with amaze fit or noise pro 3 but at this price segment it is perfect i bought it at 1999 rs in sale and i personally think it is the cheapest smart watch with the features like spo2. So it is value for money.,3
22,Fair,All is very good but Bluetooth is not perfect work on within 5 meter Renge ...is not good company given 10 meter... So not happy but ok,3
23,Just okay,"As design wise gd not so much ..battery backup also ok but the accuracy of spo2 and bp its not gd ..some times spo2 91 and after refreshing its 99 so I dont like this watch ,its just like a digital watch ..and some entertaining things in in it ..thats it ..I think u understand what I am saying",3
24,Just okay,"Not Satisfied as much as expected..
screen was too small in real
Incoming Call notification viewed so late by the time.. was not described at any video or details page..
Otherwise a good product in other things like sports activities..
Not worth to buying this..",3
25,Good,the product is good in term of features and look but the quality of the product not much good also the screen is not good,3
26,Good,"Display size is good. But except walking steps all other readings like BP, Heart beat etc are not at all accurate. All the time, it shows the same values...Just 2 unit differences only it shows...I have Honor 5 smart watch, it's almost accurate and touch panel also was good. Not very happy with the purchase....Hope, Boat would correct by updating its app and make me happy",3
27,Decent product,"Display is Ok (not so good or not so bad)
Build quality good.. it looks premium specially the side button.
The UI is so bad and laggy.
The sensors are somewhat correct but not exact.
The main problem of this watch is connection to phone.. it disconnect in every morning i don't know why and then it's a tough task to connect again to phone..",3
28,Fair,good but only 20 watchfaces,3
29,Just okay,"Really very Nice product...
I Like this watch stroam...Thank u flipkart",3
30,Just okay,"Pro's
* Battery backup is good more than 10 days charge remain
* Just like other fitness watch monitoring the health
* Sensors is good
* Look and feel good

Con's
* Bluetooth frequently disconnected, when phone is in pocket connection automatically disconnected.
* App get hang sometimes
* Walking count shows incorrect",3
31,Does the job,Not bad,3
32,Does the job,It's not showing notification properly some time it showing or some time it's not and dial are limited so company need to upgrade their software,3
33,Fair,"It's ok but not accurate data .
And connecting device suffering also",3
34,Decent product,Was oky not that satisfactory because after some days battery becomes dry very fast and display was not that good,3
35,Does the job,"This boat is having only limited watch faces in that only 2-3 are good
Nose watch is having more watch faces
Wallpaper watch face is not having option of changing clock place or size
Need to give more dark watch face
The watch didn't look good when you see it in sun light not. Brightness Screen size can be seen
Only two colour straps",3
36,Nice,Wow.,3
37,Just okay,Nice,3
38,Good,"Good for this price range , wake screen on moment is bit slow",3
39,Just okay,Product worth for 2K. Not more than that. Inner dial size is smaller. Will give detailed review after few days of use.,3
40,Does the job,Good product,3
41,Just okay,"I have ordered for a black watch and I am given with a blue one. Otherwise the product is good. Budget friendly smartwatch. Purchased this for Rs.1999.

The values given after monitoring blood pressure shows a variation around +/- 10mmHg.

The design and the overall look is good.",3
42,Fair,Superb watch looking wise ...but activity tracker is very bad ...not accuracy.... Nothing very disappointed😔,3
43,Does the job,One thing I realised...Smart watch is just a marketing sell... actually we no need that...if u don't want to charge it every week then go for normal good looking analogue watches for this price.. otherwise This product look like premium.,3
44,Nice,"Display quality is very bad
Provide more watch face",3
45,Does the job,Normal,3
46,Fair,BP reading shows wrong.,3
47,Fair,Very poor connectivity.... Battery back-up is also poor... Dont waste money..just to know the time....,3
48,Does the job,"looking good
battery backup is good ....
built qualiy ...👌
but it have small screen not full....
value of money ....
must buy...if you have low budget to afford ......",3
49,Nice,"Blood pressure reading not perfect anytime.
Battery backup awesome..
Display not better ..
Step count ok.",3
50,Nice,Spo2 and bp reading not accurate,3
51,Decent product,"1. Display is average
2. Activity tracking is very poor.
3. Battery is ok.
Advice: If u want to use smart watch in true sense then it not for u.",3
52,Good,Overall watch is good but screen size and boat progear app dissappointing.,4
53,Just okay,"Everything is ok ok according to price .
But they need to work on strap as quality of strap is not that gd.",3
54,Good,Spo2 and bp..it doesn't show accurately.and even the step calculation is not accurate.,3
55,Just okay,Good for that range,3
56,Does the job,Call and other options not working. It's a normal watch,3
57,Decent product,Sensors are not functioning properly. It gives inactivity alert while I'm walking. Mi Band will be a better choice.,3
58,Does the job,"Actually when I read the reviews I was very impressed by frankly not as xpected yea the price s low bt still with less Features it could have been better spo2 tracker s not at all accurate the biggest problem s gets disconnected often and cannot receive even message alerts,also the display s very small not many watch faces although u can change the wall paper but frankly I m disappointed giving 3 stars only coz of low price",3
59,Does the job,"Pros:
1) SP02 monitor
2) Blood pressure monitor
3) heart rate monitor
4) Sleep tracker

Cons
Heart rate, blood pressure monitor not synchronised with app .

Social media notification like whatsapp is useless you cant read even single line of message not even nma of sender


Overall price is little high, android app user interface is very very poor,no heart rate blood oxygen and blood pressure synchronised to app time by time only walking steps and sleep tracker is synchronised

Watch skins are very poor and useless i cant imagine watch skin from boat .",3
60,Nice,Good products,3
61,Nice,Was ok for the the price... Gives you a cool look but don't expect with the health sensor motion and all ...,3
62,Just okay,"Its good but we can't make calls by it and can't give reply to the messages
And it automatically reboot when it been synchronising",3
63,Good,Blue tooth keeps continuously disconnects from phone and it is the one of the biggest disadvantage,3
64,Hated it!,No watch faces,3
65,Very Good,Good. But Still I Can't Customise Watch Face....,3
66,Fair,Call alert function not working,3
67,Decent product,"Stylish and gud looking but feature wise not good.
Oxymeter- Bakwas
Bp- ekdum fake
Heart rate- okay
Activity sensors are of no use I'm posting it after a month of purchase. If you want to show off then only go for it.",3
68,Nice,Nice,3
69,Fair,Good value for money. Has no issues except the blood pressure sensor. It's highly inaccurate. So if u want to test ur blood pressure then don't buy it. Otherwise no issue. Also to UI is quiet laggy but it is acceptable for the price. Also several improvement is required in the app,3
70,Decent product,Good product.Battery back up is awesome and thanx for fast delivery,3
71,Good,"Not that good, go for other watch,boat app isn't developed well sync fails many times and the data is lost too...",3
72,Just okay,"In this price range it is good product.
i purchased it in Rs. 1999",3
73,Nice,"I can't believe that boat is sinking its name, I am facing connectivity and synchronisation.",3
74,Nice,Average but battery is good best for price,3
75,Fair,"Average product
Tracking is not accurate.
Battery backup is good.
Looking good.
Screen glass is very poor.",3
76,Just okay,Watch is good. But boat gear app is lagging. Synchronizing time watch gets restart and all activity gets erased. So nothing on record. It's better to use only watch without using app. Hope software updates solves this bug,3
77,Nice,Not bad okay but please add to new futures,3
78,Good,Ok ok,3
79,Good,"Measurements were not appropriate though it's only for reference, overall good performance, display not so good compared others brands.",3
80,Fair,Watch display not atractive,3
81,Nice,BP level is not accurate...,3
82,Fair,I had received an second hand used and defective product....can't believe all this things happens in flipkart..going worst day by day,3
83,Nice,Very poor performance,3
84,Does the job,Why watch is disconnected every time? I m unhappy for this product pls give solution for this problem or update it,3
85,Just okay,"Everything is good except bluetooth connection.
Every morning it gets disconnected and I have to turn off my mobile bluetooth and turn it on to connect to watch.",3
86,Decent product,watch is awesome but did not fulfilled its promise of 100 faces. Still waiting for the update,3
87,Good,"Very poor packing. Flipkart should improve such type of unprofessionalism. I got the order today with very poor packing condition.

Look is good, and for this price range you can’t expect more. Graphics and notifications are seems below average. App is working smoothly . Size and weight is perfect. Touch quality is okay for this price. Anyone who is looking for a budget smart watch; go for it.",3
88,Nice,Didn't except so low grade belt very harsh on skin. Don't have any call alert feature and very delayed notifications alert. Screen isn't so premium on touch feels cheap. Music control doesn't looks premium and sometime doesn't work. Doesn't worth for money.,3
89,Just okay,"Its just 2 weeks I have purchased this item & facing problem. While synchronizing by Boat pro gear app,after 87% synchronizing, the watch restarts automatically. Can anyone help me with this issue?
Rest of the things are ok.",3
90,Does the job,Just for show nothing other than SpO2 is accurate..Can't pick the call.only call Disconnect option.It was more of a show watch or call it a healthband no real smartwatch,3
91,Does the job,the product is good at the price but there are many bugs like whenever i am synchronising the watch it is getting reboot. I have also replaced the product but then too same issue and don't know when boat will resolve it,3
92,Nice,The app should be improved,3
93,Good,Good product,3
94,Fair,"Good
but Dial Display is not so good and only 3 watch faces are available with watch",3
95,Good,"It's okay but battery back up only 5 days and face watch not suitable pre install and cloud so need to suitable face watch

I give only 3 star",3
96,Good,Distance accuracy is bad..,3
97,Just okay,"I think in this price range it's good as smart watch. Tracking is not perfect but average. App should be update because it's need update as soon as possible.
Screen resistance is so bad. It scratch whenever touched some where",3
98,Does the job,"If you want to use it for activity tracking then please don't buy, it always gives wrong data and you can't use it for swimming. The pathetic one is the notification it always gives notification after I read out from my mobile and that too with the irritating vibration.",3
99,Fair,Bluetooth connectivity problem,3
100,Does the job,"Inkaa full display unte baagundedi
Built quality parledu",3
101,Decent product,"Reviewing after 1 week usage
Bluetooth connectivity is worse. It get disconnected frequently. Even it gets disconnected within 5-6 meters.
Application experience is just ok.
Screen is ok.
Battery last 6-7 days.
Everything is ok at this price except bluetooth connect.",3
102,Decent product,"After using it for 4 days ,the SPO2 level is incorrect,BP is inaccurate,.Taking long time for call and messages to get displayed on watch.",3
103,Nice,The app should be better. It disconnects automatically and the features (like call alerts) gets disabled automatically. Hope that it will be fixed in updates.,3
104,Just okay,Need to imporve more functions and add some extra more features,3
105,Does the job,Battery life is low,3
106,Fair,Parameter are not reliable,3
107,Fair,Good one to use,3
108,Good,Okay,3
109,Does the job,It's a very nice watch 👌. Go for it...,3
110,Good,"Nice Watch ,But Display Is so Small.
❤️🔥",3
111,Good,Valu for money,3
112,Decent product,"Looks are good, Battery is lasting for 5 days, ""BP & Steps"" are wrongly captured always, if you are looking for accurate details then this is wrong choice.. BP it shows 129 / 79 but in hospital same time it measured 179/89. Before getting out of bed it shows 78 steps...",3
113,Good,Average product,3
114,Does the job,Nice product,3
115,Does the job,Ok product,3
116,Good,Worth for money,3
117,Good,Battery backup was not good..,3
118,Fair,"Step count , blood oxygen , is not proper it ok",3
119,Good,Good quality and good battery life. I reviewed it after 8 days,3
120,Does the job,Good quality product . I like it 🤟🤟🤟,3
121,Decent product,This is good smart watch and of very less weight and very useful for students👩‍🎓👩‍🎓👩‍🎓,3
122,Good,Nice watch,3
123,Fair,Not bad,3
124,Nice,I dont know why this much people buy this. The sensor readings are not accurate and Lot of connectivity issues.But it looks good in the Hand.,3
125,Does the job,"After using for 1 week, i give 3.5 stars to it. Here are my reviews:
1. As mentioned in other reviews regarding sync issue, i never found this issue. I even synced 10 times in a single day.
2. Call disconnecting/pick up option is not available through app. But in this cheap price range of 2000/- this feature might not be expected.
3. Individual Notification can not be handled. You can only remove all notifications that too in one go.
4. Battery back up is fine.. I usually charge after 4-5
Days. Full charging takes 2 hours.
5. Activity tracking is good (Do not know how to check accuracy)
6. Lift wrist Screen sense feature (light turns on featurewhen you lift the wrist to check time) does not work properly sometimes.",3
126,Nice,very nice watch 😍,3
127,Not up to the mark,"The watch is good but lags are there while connecting to android, also the dial should be a little bit bigger. Overall I'm not fully satisfied with the watch and it is also replaceable not refundable so choose and shop wisely!",3
128,Nice,Nice but need sounds feature,3
129,Decent product,It is more like a toy watch....the quality seems good but the app and features are not upto the mark.,3
130,Decent product,"Watch does not look attractive, watch faces are very limited, letters of activity display are very small. Variations in report is very less. Overall, the watch has limitations and does not look value for money.",3
131,Just okay,Nice product at this price but notifications from mbl with Bluetooth is not good....it is atomatically disconnected bluetooth by itself,3
132,Just okay,It's price is worth but No use.,3
133,Nice,"It looks nice , but battery backup is only one day....
I am shocked...",3
134,Just okay,Good,3
135,Wonderful,"little bit good but when i was check my heartbeat and my blood pressure it show's incorrect.
and look wise and dials are good that's why i give it more then 3 and less then 4.",3
136,Nice,very nice watch 😍,3
137,Not up to the mark,"The watch is good but lags are there while connecting to android, also the dial should be a little bit bigger. Overall I'm not fully satisfied with the watch and it is also replaceable not refundable so choose and shop wisely!",3
138,Nice,Nice but need sounds feature,3
139,Decent product,It is more like a toy watch....the quality seems good but the app and features are not upto the mark.,3
140,Decent product,"Watch does not look attractive, watch faces are very limited, letters of activity display are very small. Variations in report is very less. Overall, the watch has limitations and does not look value for money.",3
141,Just okay,Nice product at this price but notifications from mbl with Bluetooth is not good....it is atomatically disconnected bluetooth by itself,3
142,Just okay,It's price is worth but No use.,3
143,Nice,"It looks nice , but battery backup is only one day....
I am shocked...",3
144,Just okay,Good,3
145,Wonderful,"little bit good but when i was check my heartbeat and my blood pressure it show's incorrect.
and look wise and dials are good that's why i give it more then 3 and less then 4.",3
146,Fair,Good produ,3
147,Just okay,Price according average h....,3
148,Fair,Activities tracking poor,3
149,Does the job,Spo2 reading not matching with pulse oximeter's actual reading. Please don't for Spo2 only.,3
150,Nice,"Boat needs to work on it's app, watch is good bt app isn't much, not much synchronization, used samsung health with samsung smartband, 10 times better that boat's app just very unreliable in terms of step counts and everything whenever u connect it changes the step count on watch as well as app by 500 to 1000 steps randomly.",3
151,Good,GOOD,3
152,Does the job,"the screen is toooo small
;(",3
153,Decent product,Worst item don't buy,3
154,Does the job,"If you want a Waterproof Digital Watch then only go for this.

The smart features provided in this watch is not accurate and if not accurate then why would you need such watch!!!!!

This is just a Digital Watch not Smartwatch because it's not really smart at all.",3
155,Decent product,Nice watch at this price range,3
156,Fair,Something is missing,3
157,Just okay,Wonderful watch features is awesome in this price range but activity tracker not better,3
158,Fair,Good,3
159,Does the job,Bad product for connecting with mobile,3
160,Good,But not bad product,3
161,Nice,"BP and spo2 are not accurate, pulse rate and activity tracking is good.",3
162,Does the job,Great product in reasonable prize,3
163,Nice,My devices does not working its continuously vibrating and noting show on diaplay i m vry disappointed from this product,3
164,Nice,"Nice product you can go for it,just love it, good battery backup,",3
165,Nice,Product is worth money. But facing issue of registering product for warranty. After successful registration warranty code not received on mail or mobile. Even couldn't register by giving a miss call on cc number. Please look into this.,3
166,Decent product,Screen size is too small,3
167,Decent product,Just does the job of calling itself a smart watch,3
168,Decent product,Nice,3
169,Just okay,Watch is ok to buy...But Price is on Very High side...If its for 1800 or 2000 it would be better,3
170,Decent product,Super quality,3
171,Just okay,Ok,3
172,Good,Bluetooth connectivity is very bad....,3
173,Fair,Not bad,3
174,Decent product,Just ok,3
175,Just okay,I was thinking that the in display dial was little bigger or atleast 98% to 99% of body dial ratio but the display dial is small,3
176,Good,Just good,3
177,Nice,Activities tracking not working on treadmills,3
178,Just okay,Straps could have been better.,3
179,Good,"Product is good, but don't expect too much from the functions which is available.
As It always monitor Low BP, weather you fulfill all the conditions for accurate measurement.
In case of heart rate it also not going near to accurate reading. for oxygen level I think it gives accurate reading.",3
180,Decent product,Good,3
181,Good,"There is no workout mode in watch, and when I connect with phone and do workout, it's some time disconnected, some time okay",3
182,Good,"Tracking is not correct, even while lying down it will show the step counts.",3
183,Decent product,Average,3
184,Nice,Everything is working fine except blood pressure check. Every time gets error.,3
185,Decent product,Small display,3
186,Decent product,"Activity tracker not up to the marks ..
Bpm heart rate measures good .
But running distance not.
I run 10 km and it shows only 7 km...",3
187,Fair,"Received it a few days ago. Having Good Battery back up till now. A magnetic charger is provided which is good. The app needs refinements. Quality of strap and Display resolution, screen size can be increased at this price range. It's good if it's having a call answer option.
Other brands providing the same option in the same price range. Can't change the incoming call font size. It's just like a Band display. Go with it. Worst connectivity. Not good app",3
188,Does the job,"Doesnt look as it is shown here.
But overall good watch.
You can watch unboxing video on JP Royal Vlogs.(#shorts).",3
189,Good,good product,3
190,Decent product,Value for money is best product and also very much stylish.👌👌,3
191,Does the job,Expensive with limited features,3
192,Good,Average,3
193,Just okay,Average,3
194,Does the job,Good one,3
195,Nice,"GOOD product and best value of money 👍❤️💯product
company was don't compromise on this product",3
196,Good,Display is too small and not as per showing in pictures. Battery backup is also not good.,3
197,Nice,Good,3
198,Good,Display is very small..,3
199,Good,Super quality watch I give 5 Star rating,3
200,Decent product,Nice looking,3
201,Nice,Good,3
202,Good,Amazing product,3
203,Decent product,Not bad,3
204,Decent product,Good,3
205,Does the job,GOOD,3
206,Does the job,Display not good,3
207,Fair,Not met my expectation.,3
208,Decent product,Nice product but having touch issue.,3
209,Good,Good,3
210,Fair,"Nyc watch
But little bit weight",3
211,Nice,"Look wise good, better battery backup but screen is small and fonts too. Screen size could be better, notification text is poor, poor GUI, for most of the time you have to touch the power button to see the time, sensor is poor in this regard , BP measurement is not so good gives same figures every time. And one more thing watch faces are not very attractive.
This would be awesome with these small updates",3
212,Just okay,Need improvement,3
213,Nice,Product delivery fast. Product packing is good. Overall the product is amazing except that the blood pressure readings are misguiding.,3
214,Nice,Best of under 2000/-,3
215,Fair,There should be more features,3
216,Fair,"Nyc product from boat in this price.
Value for money 💸💰.And it's an indian product.",3
217,Just okay,Look at the size of display…. Totally cheated of display…,3
218,Good,Looks good and is lightweight. Battery life is not as mentioned. The measurement of blood pressure is not at all accurate. Heart rate measure and oxygen monitor is somewhat accurate.,3
219,Fair,"Not that much good
Some drawbacks are
- some music application are not listed in music control. However, you can control music but when you use play/pause button it opens the default music application
- If I use whatsapp on system, after every 5 min I get notified. Also when I call someone on whatsapp, it shows notification of that also. It is irritating
- UI is not that much good.
- Very less number of skin is available.",3
220,Fair,"Watch faces are very limited and boat storm is not interested to update that.. So, if u think for daily or weekly changes of ur watch-display, don't go for it. Try another watch available at same range..",3
221,Decent product,Average watch. For. This price value,3
222,Good,"Good product, great specifications at this price.
But, display is small. No battery indication if we choose other than default Dial profiles",3
223,Just okay,"Not expected this from boAt. Could have been better, at this price range.",3
224,Nice,Battery backup no 10 days,3
225,Does the job,Smart watch is amazing. Looking so nice.,3
226,Nice,Ok but as per value no more facility,3
227,Good,"this watch is awesome but price is also awesome 😀
It is not full screen i thought that it was Full screen but then also very good product
You can buy it",3
228,Just okay,Not worthy for this price... Don't buy,3
229,Fair,"Disappointing, very small size, not worth the money,",3
230,Nice,The better to bad,3
231,Just okay,Good,3
232,Fair,Dont waste mony its just watch,3
233,Decent product,Good,3
234,Decent product,Good,3
235,Does the job,Nice,3
236,Nice,Very less features only call notification got but can not recive call from this device body temperature not in feature. Good product but not best product on this amount,3
237,Nice,"Inaccurate heart rate, blood oxygen and blood pressure measurements. Overall value for money. Good display",3
238,Nice,BoAt storm smartwatch is not receiving notifications of call/SMS or any other notifications from phone. I'm not happy with this watch.,3
239,Just okay,Good product,3
240,Good,"An average watch. Not so accurate but I think add some more money and go for more better features. Heart rate and Blood pressure monitoring is not accurate, it is good for fun only.",3
241,Decent product,"Blood pressure sensor is completely rubbish. it shows the same reading to me and my grandfather who is suffering from high BP.

spo2 sensor is also very poor that once it shows my oxygen level is 79% and the very next time as 98%.

These are my honest reviews on the product. If you found this helpful, please hit the helpful button. Thank you for reading it.",3
242,Decent product,"Battery life is good if you are not actively monitoring heartbeat. Battery life extends for a week if you put it on DND.. otherwise it will come for 3-4 days only.
Latest firmware is not getting updated.
Sync activities also not happening between phone and watch. Need to try multiple times.",3
243,Just okay,Ok,3
244,Good,Not good,3
245,Good,Okk good,3
246,Good,Not as expected the heart rate and the blood pressure not works properly it's just a digital watch,3
247,Does the job,Very good product,3
248,Does the job,Nice looking. Slow updates for activities,3
249,Fair,"Very small dial, screen is very small and of bad quality",3
250,Fair,It was okay . I didn't like it very much but it's okay and value for money,3
251,Just okay,Watch faces are not able to down oad from boat app. It shows error.,3
252,Good,Nice product must purchase,3
253,Decent product,It is ok but not great as compared to other options in market,3
254,Does the job,"Worth for money
Not so many features",3
255,Good,Value for money in this price.,3
256,Just okay,Miniam price in best smart watch,3
257,Nice,"It doesn't fully compatible with iphone
Doesn't have whatsapp business notification
Limited app you can select for notifications

In sunlight, dial visibility is low.",3
258,Decent product,I photo display is full....but in real original display is half,3
259,Decent product,"Easily scratched screen
Battery life is good ..",3
260,Does the job,Giving review after using 8 Days .... Battery back is only 7 Days... Display is good... Sensor are normal not best if you sake Ur hand it counts it as a steps ... Over all it ok... this is not a super computer... Go for it.,3
261,Just okay,Average no so good as per money,3
262,Does the job,Amazing,3
263,Good,"It's Okay - Okay type device.
It lacks accuracy while counting steps, notifications for idle movements & other functions.
Display is enough bright.",3
264,Does the job,Not bad.,3
265,Good,Good ..,3
266,Just okay,Not bad,3
267,Good,Good,3
268,Decent product,BP monitoring is not accurate,3
269,Just okay,Overall satisfactory,3
270,Good,Ok,3
271,Fair,Connectivity poorly,3
272,Does the job,Just ok,3
273,Just okay,But always sync problem,3
274,Decent product,Watch is good but featuers are not that good and not up to mark. Price is also high,3
275,Does the job,I think blood pressure measurement oxygen too are is not correct,3
276,Fair,"I didn't find good accuracy while counting on steps and km , limited display options..Overall it's average smart watch. Value for money we can say",3
277,Just okay,Average,3
278,Good,Nice and good quality watch,3
279,Good,This watch is not full screen as seen in the photo,3
280,Good,"Have issue with notification.
Even after reinstalling.
boAt need to work on software part.",3
281,Fair,"After 1 month blood pressure feature not working properly it will take time and not showing blood pressure.
Battery is much better than other smart watches.
Other features are working properly.
Good smart watch under 3000/-",3
282,Fair,This is a basic smartwatch and one cannot expect more than it has. Battery backup is too good except that everything got in vain. Had to do each setting every time you wear. Especially call alerts. Overall not satisfied with the product.,3
283,Does the job,Good 👍,3
284,Nice,"Bluetooth Range is very less , not even for 5m with wall inbetween",3
285,Just okay,"Good design, battery and its lightweight. But the blood pressure accuracy is very less, unreliable I would say. Limited watch faces, only few are good while rest of the watch faces in cloud are not ideal.",3
286,Fair,Nice one,3
287,Nice,"I like the brand but some specifications issued by watch and also support with the brand, I says really good.",3
288,Good,can't update firmware always failed.,3
289,Just okay,"It's sensor is slow, lifting wrist screen turn on shows leg, need to improve,",3
290,Nice,Sensors are not so accurate I think,3
291,Nice,Good product 😍😍😍,3
292,Decent product,"Sleep monitoring not properly work,",3
293,Does the job,Good,3
294,Nice,The display size might be smaller when it is for mens wrist,3
295,Nice,Display size is small,3
296,Fair,Good,3
297,Just okay,"Could be much batter, no notification history shown, spo2 and bp are just not much of use, provide what can be accurate else not.",3
298,Nice,Belt is of very cheap quality.,3
299,Fair,good,3
300,Fair,Ok,3
301,Does the job,Notification not receiving,3
302,Good,"good one at the price one
but not value for money",3
303,Decent product,"It is a nice product. Don't go grey spraps as it gets dirt which do not looks good.

Bluetooth issue.. frequently get disconnected..

So this needs to be improve. Don't get auto connect when the phone is near. Mi bands are much better in connectivity",3
304,Good,Display is ok but screen is too small about display,3
305,Nice,"Look wise good
Battery backup almost 5 days
Activity tracker is not accurate
Connectivity problem",3
306,Does the job,Notable for boys if you're having hair on your hands calibration for BP is difficult. You need to change the watch to pulse part of hand and then need to calibrate. Btw it ll be pretty smooth for girls.,3
307,Does the job,The Bluetooth connectivity is not good. Incoming calls some time showing some time not showing.,3
308,Does the job,"Good one....but not the best.
Better options also available.",3
309,Fair,Only good not better 🙄,3
310,Decent product,Call notification is very bad,3
311,Just okay,Not good... We can't access phone notifications,3
312,Fair,"Watch is good but the app is worst.When watch is paired with device sometimes it deletes the data and show total steps taken as zero in the app and also changes the steps in the watch to zero.Otherwise good watch at 2000 rupees.If the app improves,I can increase one more star.",3
313,Just okay,"Just 2 days after i baught it. Battery is good.
Not sure if the sensors are accurate as i get different values for heart rate, blood pressure and oxygen sensor. I think the sensors are not reliable. and mostly it will be same for other watches in this range",3
314,Fair,Connectivity prob is major issue ....Synchronizing always failed,3
315,Nice,"SPO2 not tracking correctly
Smart watch but need to operate using button
Button required to come back to menu",3
316,Decent product,Not tooo good but okay !,3
317,Nice,Ok,3
318,Decent product,Ok,3
